Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010]
"Expected years of schooling, male",SE.SCH.LIFE.MA,Grenada,GRD,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Guam,GUM,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Guatemala,GTM,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Guinea,GIN,3.81974005699158,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Guinea-Bissau,GNB,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Guyana,GUY,..,..,10.71386
"Expected years of schooling, male",SE.SCH.LIFE.MA,Haiti,HTI,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Heavily indebted poor countries (HIPC),HPC,5.71498012542725,6.79428005218506,9.55439
"Expected years of schooling, male",SE.SCH.LIFE.MA,High income,HIC,13.5392198562622,14.7276096343994,15.47423
"Expected years of schooling, male",SE.SCH.LIFE.MA,Honduras,HND,..,..,9.92745
"Expected years of schooling, male",SE.SCH.LIFE.MA,"Hong Kong SAR, China",HKG,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Hungary,HUN,11.0813798904419,14.01441,14.8921
"Expected years of schooling, male",SE.SCH.LIFE.MA,IBRD only,IBD,10.0201797485352,10.5478000640869,12.08937
"Expected years of schooling, male",SE.SCH.LIFE.MA,Iceland,ISL,..,16.43689,17.32537
"Expected years of schooling, male",SE.SCH.LIFE.MA,IDA & IBRD total,IBT,9.24077987670898,9.70355987548828,11.17668
"Expected years of schooling, male",SE.SCH.LIFE.MA,IDA blend,IDB,7.74779987335205,7.96923017501831,8.89122
"Expected years of schooling, male",SE.SCH.LIFE.MA,IDA only,IDX,6.36787986755371,7.45060014724731,9.57808
"Expected years of schooling, male",SE.SCH.LIFE.MA,IDA total,IDA,6.82526016235352,7.62239980697632,9.34747
"Expected years of schooling, male",SE.SCH.LIFE.MA,India,IND,..,9.22252,10.91616
"Expected years of schooling, male",SE.SCH.LIFE.MA,Indonesia,IDN,..,10.76192,12.29712
"Expected years of schooling, male",SE.SCH.LIFE.MA,"Iran, Islamic Rep.",IRN,..,12.12768,13.07671
"Expected years of schooling, male",SE.SCH.LIFE.MA,Iraq,IRQ,..,10.04996,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Ireland,IRL,12.1869201660156,15.94256,17.3542
"Expected years of schooling, male",SE.SCH.LIFE.MA,Isle of Man,IMN,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Israel,ISR,12.6535701751709,14.89116,15.60762
"Expected years of schooling, male",SE.SCH.LIFE.MA,Italy,ITA,12.8267498016357,14.85824,16.00528
"Expected years of schooling, male",SE.SCH.LIFE.MA,Jamaica,JAM,..,10.536,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Japan,JPN,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Jordan,JOR,11.0671195983887,11.71367,11.47528
"Expected years of schooling, male",SE.SCH.LIFE.MA,Kazakhstan,KAZ,..,12.06057,14.25882
"Expected years of schooling, male",SE.SCH.LIFE.MA,Kenya,KEN,..,8.37343,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Kiribati,KIR,10.3793697357178,9.99599,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,"Korea, Dem. People's Rep.",PRK,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,"Korea, Rep.",KOR,14.295729637146,16.54169,17.60317
"Expected years of schooling, male",SE.SCH.LIFE.MA,Kosovo,XKX,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Kuwait,KWT,11.0407104492188,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Kyrgyz Republic,KGZ,..,11.68329,12.16268
"Expected years of schooling, male",SE.SCH.LIFE.MA,Lao PDR,LAO,7.17833995819092,8.96399,10.66534
"Expected years of schooling, male",SE.SCH.LIFE.MA,Late-demographic dividend,LTE,10.2989501953125,11.0643997192383,12.69866
"Expected years of schooling, male",SE.SCH.LIFE.MA,Latin America & Caribbean,LCN,12.0558595657349,12.8099403381348,13.41685
"Expected years of schooling, male",SE.SCH.LIFE.MA,Latin America & Caribbean (excluding high income),LAC,12.0491600036621,12.7872495651245,13.37546
"Expected years of schooling, male",SE.SCH.LIFE.MA,Latin America & Caribbean (IDA & IBRD),TLA,12.0341100692749,12.8027801513672,13.38535
"Expected years of schooling, male",SE.SCH.LIFE.MA,Latvia,LVA,..,13.16554,14.67275
"Expected years of schooling, male",SE.SCH.LIFE.MA,Least developed countries: UN classification,LDC,5.97594976425171,7.19438982009888,9.46956
"Expected years of schooling, male",SE.SCH.LIFE.MA,Lebanon,LBN,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Lesotho,LSO,7.79056978225708,9.07608,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Liberia,LBR,..,12.54724,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Libya,LBY,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Liechtenstein,LIE,..,..,15.64583
"Expected years of schooling, male",SE.SCH.LIFE.MA,Lithuania,LTU,..,13.90608,16.07391
"Expected years of schooling, male",SE.SCH.LIFE.MA,Low & middle income,LMY,9.22760963439941,9.68144035339355,11.16313
"Expected years of schooling, male",SE.SCH.LIFE.MA,Low income,LIC,6.16620016098022,7.20733976364136,9.78003
"Expected years of schooling, male",SE.SCH.LIFE.MA,Lower middle income,LMC,8.73505973815918,9.17028999328613,10.47599
"Expected years of schooling, male",SE.SCH.LIFE.MA,Luxembourg,LUX,..,..,13.84345
"Expected years of schooling, male",SE.SCH.LIFE.MA,"Macao SAR, China",MAC,13.2935400009155,13.17943,13.72214
"Expected years of schooling, male",SE.SCH.LIFE.MA,Madagascar,MDG,6.49709987640381,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Malawi,MWI,6.14940977096558,10.90407,10.87656
"Expected years of schooling, male",SE.SCH.LIFE.MA,Malaysia,MYS,..,11.6785,12.48978
"Expected years of schooling, male",SE.SCH.LIFE.MA,Maldives,MDV,..,11.76336,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Mali,MLI,2.63320994377136,5.4392,8.55981
"Expected years of schooling, male",SE.SCH.LIFE.MA,Malta,MLT,13.0289096832275,13.79497,15.669
"Expected years of schooling, male",SE.SCH.LIFE.MA,Marshall Islands,MHL,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Mauritania,MRT,4.55120992660522,..,7.94112
"Expected years of schooling, male",SE.SCH.LIFE.MA,Mauritius,MUS,10.5060501098633,12.40027,13.77546
"Expected years of schooling, male",SE.SCH.LIFE.MA,Mexico,MEX,..,12.09946,13.28821
"Expected years of schooling, male",SE.SCH.LIFE.MA,"Micronesia, Fed. Sts.",FSM,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Middle East & North Africa,MEA,10.5966501235962,11.2975301742554,12.44721
"Expected years of schooling, male",SE.SCH.LIFE.MA,Middle East & North Africa (excluding high income),MNA,10.6640501022339,11.2059497833252,12.2165
"Expected years of schooling, male",SE.SCH.LIFE.MA,Middle East & North Africa (IDA & IBRD),TMN,10.6681098937988,11.2068796157837,12.20706
"Expected years of schooling, male",SE.SCH.LIFE.MA,Middle income,MIC,9.5600700378418,10.0303001403809,11.41007
"Expected years of schooling, male",SE.SCH.LIFE.MA,Moldova,MDA,..,11.0988,11.47165
"Expected years of schooling, male",SE.SCH.LIFE.MA,Monaco,MCO,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Mongolia,MNG,..,8.51467,13.88649
"Expected years of schooling, male",SE.SCH.LIFE.MA,Montenegro,MNE,..,..,14.64904
"Expected years of schooling, male",SE.SCH.LIFE.MA,Morocco,MAR,7.70696020126343,9.362,11.58612
"Expected years of schooling, male",SE.SCH.LIFE.MA,Mozambique,MOZ,..,6.92596,10.60229
"Expected years of schooling, male",SE.SCH.LIFE.MA,Myanmar,MMR,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Namibia,NAM,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Nauru,NRU,..,8.82074,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Nepal,NPL,9.64783000946045,10.36333,11.91112
"Expected years of schooling, male",SE.SCH.LIFE.MA,Netherlands,NLD,14.9611196517944,16.76243,16.92243
"Expected years of schooling, male",SE.SCH.LIFE.MA,New Caledonia,NCL,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,New Zealand,NZL,14.4512300491333,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Nicaragua,NIC,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Niger,NER,2.71374011039734,..,5.28927
"Expected years of schooling, male",SE.SCH.LIFE.MA,Nigeria,NGA,..,8.85282,8.79601
"Expected years of schooling, male",SE.SCH.LIFE.MA,North America,NAC,15.1453199386597,14.7412099838257,15.30801
"Expected years of schooling, male",SE.SCH.LIFE.MA,North Macedonia,MKD,..,11.53211,12.82475
"Expected years of schooling, male",SE.SCH.LIFE.MA,Northern Mariana Islands,MNP,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Norway,NOR,13.6435203552246,16.83802,16.87144
"Expected years of schooling, male",SE.SCH.LIFE.MA,OECD members,OED,13.1389102935791,14.3160800933838,15.16224
"Expected years of schooling, male",SE.SCH.LIFE.MA,Oman,OMN,8.61880970001221,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Other small states,OSS,9.2133903503418,10.418270111084,11.64855
"Expected years of schooling, male",SE.SCH.LIFE.MA,Pacific island small states,PSS,10.9278001785278,10.7400102615356,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Pakistan,PAK,6.15451002120972,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Palau,PLW,..,13.43274,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Panama,PAN,..,11.786,12.35217
"Expected years of schooling, male",SE.SCH.LIFE.MA,Papua New Guinea,PNG,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Paraguay,PRY,..,11.60615,11.86608
"Expected years of schooling, male",SE.SCH.LIFE.MA,Peru,PER,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Philippines,PHL,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Poland,POL,11.9924201965332,14.30599,14.54696
"Expected years of schooling, male",SE.SCH.LIFE.MA,Portugal,PRT,..,15.34405,15.90989
"Expected years of schooling, male",SE.SCH.LIFE.MA,Post-demographic dividend,PST,13.7747802734375,14.8515701293945,15.57591
"Expected years of schooling, male",SE.SCH.LIFE.MA,Pre-demographic dividend,PRE,6.61063003540039,7.36595010757446,9.50261
"Expected years of schooling, male",SE.SCH.LIFE.MA,Puerto Rico,PRI,..,..,15.37411
"Expected years of schooling, male",SE.SCH.LIFE.MA,Qatar,QAT,11.0706701278687,..,13.06822
"Expected years of schooling, male",SE.SCH.LIFE.MA,Romania,ROU,12.0395498275757,11.43156,15.03406
"Expected years of schooling, male",SE.SCH.LIFE.MA,Russian Federation,RUS,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Rwanda,RWA,5.80167007446289,..,11.13691
"Expected years of schooling, male",SE.SCH.LIFE.MA,Samoa,WSM,..,11.66817,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,San Marino,SMR,..,13.66085,14.87808
"Expected years of schooling, male",SE.SCH.LIFE.MA,Sao Tome and Principe,STP,..,..,10.24263
"Expected years of schooling, male",SE.SCH.LIFE.MA,Saudi Arabia,SAU,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Senegal,SEN,..,..,8.18219
"Expected years of schooling, male",SE.SCH.LIFE.MA,Serbia,SRB,..,..,13.18247
"Expected years of schooling, male",SE.SCH.LIFE.MA,Seychelles,SYC,..,11.78505,12.86915
"Expected years of schooling, male",SE.SCH.LIFE.MA,Sierra Leone,SLE,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Singapore,SGP,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Sint Maarten (Dutch part),SXM,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Slovak Republic,SVK,..,13.14678,14.37006
"Expected years of schooling, male",SE.SCH.LIFE.MA,Slovenia,SVN,..,14.14203,16.33319
"Expected years of schooling, male",SE.SCH.LIFE.MA,Small states,SST,9.84136009216309,10.6167497634888,11.83208
"Expected years of schooling, male",SE.SCH.LIFE.MA,Solomon Islands,SLB,6.55891990661621,7.03275,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Somalia,SOM,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,South Africa,ZAF,11.1997299194336,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,South Asia,SAS,8.45662975311279,8.76562976837158,10.41443
"Expected years of schooling, male",SE.SCH.LIFE.MA,South Asia (IDA & IBRD),TSA,8.45662975311279,8.76562976837158,10.41443
"Expected years of schooling, male",SE.SCH.LIFE.MA,South Sudan,SSD,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Spain,ESP,13.8128299713135,15.31415,15.93419
"Expected years of schooling, male",SE.SCH.LIFE.MA,Sri Lanka,LKA,..,..,13.38112
"Expected years of schooling, male",SE.SCH.LIFE.MA,St. Kitts and Nevis,KNA,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,St. Lucia,LCA,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,St. Martin (French part),MAF,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,St. Vincent and the Grenadines,VCT,..,12.29309,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Sub-Saharan Africa,SSF,6.69338989257813,7.56162977218628,9.50922
"Expected years of schooling, male",SE.SCH.LIFE.MA,Sub-Saharan Africa (excluding high income),SSA,6.69278001785278,7.5612998008728,9.50905
"Expected years of schooling, male",SE.SCH.LIFE.MA,Sub-Saharan Africa (IDA & IBRD),TSS,6.69338989257813,7.56162977218628,9.50922
"Expected years of schooling, male",SE.SCH.LIFE.MA,Sudan,SDN,..,..,7.54424
"Expected years of schooling, male",SE.SCH.LIFE.MA,Suriname,SUR,10.948860168457,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Sweden,SWE,12.6587696075439,17.17417,15.18215
"Expected years of schooling, male",SE.SCH.LIFE.MA,Switzerland,CHE,13.9842100143433,15.59801,15.74313
"Expected years of schooling, male",SE.SCH.LIFE.MA,Syrian Arab Republic,SYR,11.2486801147461,..,11.90439
"Expected years of schooling, male",SE.SCH.LIFE.MA,Tajikistan,TJK,..,10.58873,12.01433
"Expected years of schooling, male",SE.SCH.LIFE.MA,Tanzania,TZA,..,..,9.42994
"Expected years of schooling, male",SE.SCH.LIFE.MA,Thailand,THA,..,..,12.83676
"Expected years of schooling, male",SE.SCH.LIFE.MA,Timor-Leste,TLS,..,..,12.88031
"Expected years of schooling, male",SE.SCH.LIFE.MA,Togo,TGO,9.66407012939453,11.52116,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Tonga,TON,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Trinidad and Tobago,TTO,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Tunisia,TUN,11.434100151062,13.0225,13.84335
"Expected years of schooling, male",SE.SCH.LIFE.MA,Turkey,TUR,10.2729396820068,..,14.44262
"Expected years of schooling, male",SE.SCH.LIFE.MA,Turkmenistan,TKM,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Turks and Caicos Islands,TCA,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Tuvalu,TUV,10.2878303527832,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Uganda,UGA,6.48407983779907,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Ukraine,UKR,..,12.80733,14.432
"Expected years of schooling, male",SE.SCH.LIFE.MA,United Arab Emirates,ARE,10.161470413208,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,United Kingdom,GBR,13.598349571228,15.81897,15.97811
"Expected years of schooling, male",SE.SCH.LIFE.MA,United States,USA,15.0228595733643,14.66745,15.36039
"Expected years of schooling, male",SE.SCH.LIFE.MA,Upper middle income,UMC,10.5402603149414,11.2710695266724,12.95012
"Expected years of schooling, male",SE.SCH.LIFE.MA,Uruguay,URY,..,13.43364,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Uzbekistan,UZB,..,10.95619,11.58614
"Expected years of schooling, male",SE.SCH.LIFE.MA,Vanuatu,VUT,..,10.05296,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,"Venezuela, RB",VEN,..,10.11026,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Vietnam,VNM,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Virgin Islands (U.S.),VIR,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,West Bank and Gaza,PSE,..,11.14964,12.78072
"Expected years of schooling, male",SE.SCH.LIFE.MA,World,WLD,9.7267599105835,10.240650177002,11.59925
"Expected years of schooling, male",SE.SCH.LIFE.MA,"Yemen, Rep.",YEM,..,..,10.08141
"Expected years of schooling, male",SE.SCH.LIFE.MA,Zambia,ZMB,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Zimbabwe,ZWE,..,10.6627,..
,,,,,,
,,,,,,
,,,,,,
Data from database: Gender Statistics,,,,,,
Last Updated: 12/20/2019,,,,,,
